"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Click loss","run-multi-task-without-debiasing - Click loss__MIN","run-multi-task-without-debiasing - Click loss__MAX"
"42318","211586","211586","211586","0.2083681970834732","0.2083681970834732","0.2083681970834732"
"42332","211656","211656","211656","0.18756605684757233","0.18756605684757233","0.18756605684757233"
"42333","211661","211661","211661","0.28402411937713623","0.28402411937713623","0.28402411937713623"
"42337","211681","211681","211681","0.24049310386180878","0.24049310386180878","0.24049310386180878"
"42344","211716","211716","211716","0.18145889043807983","0.18145889043807983","0.18145889043807983"
"42361","211801","211801","211801","0.2694171667098999","0.2694171667098999","0.2694171667098999"
"42395","211971","211971","211971","0.3110922574996948","0.3110922574996948","0.3110922574996948"
"42435","212171","212171","212171","0.2805042862892151","0.2805042862892151","0.2805042862892151"
"42439","212191","212191","212191","0.22098016738891602","0.22098016738891602","0.22098016738891602"
"42474","212366","212366","212366","0.2534024119377136","0.2534024119377136","0.2534024119377136"
"42476","212376","212376","212376","0.2265644371509552","0.2265644371509552","0.2265644371509552"
"42490","212446","212446","212446","0.12131910026073456","0.12131910026073456","0.12131910026073456"
"42493","212461","212461","212461","0.20081168413162231","0.20081168413162231","0.20081168413162231"
"42497","212481","212481","212481","0.13260215520858765","0.13260215520858765","0.13260215520858765"
"42509","212541","212541","212541","0.19933247566223145","0.19933247566223145","0.19933247566223145"
"42518","212586","212586","212586","0.4392193853855133","0.4392193853855133","0.4392193853855133"
"42522","212606","212606","212606","0.18463732302188873","0.18463732302188873","0.18463732302188873"
"42526","212626","212626","212626","0.26943323016166687","0.26943323016166687","0.26943323016166687"
"42532","212656","212656","212656","0.12042194604873657","0.12042194604873657","0.12042194604873657"
"42544","212716","212716","212716","0.18703043460845947","0.18703043460845947","0.18703043460845947"
"42572","212856","212856","212856","0.3835519254207611","0.3835519254207611","0.3835519254207611"
"42574","212866","212866","212866","0.12952937185764313","0.12952937185764313","0.12952937185764313"
"42580","212896","212896","212896","0.2053987681865692","0.2053987681865692","0.2053987681865692"
"42592","212956","212956","212956","0.21799679100513458","0.21799679100513458","0.21799679100513458"
"42593","212961","212961","212961","0.13699088990688324","0.13699088990688324","0.13699088990688324"
"42596","212976","212976","212976","0.2227725088596344","0.2227725088596344","0.2227725088596344"
"42604","213016","213016","213016","0.34736567735671997","0.34736567735671997","0.34736567735671997"
"42608","213036","213036","213036","0.241571307182312","0.241571307182312","0.241571307182312"
"42635","213171","213171","213171","0.3149215579032898","0.3149215579032898","0.3149215579032898"
"42656","213276","213276","213276","0.18108980357646942","0.18108980357646942","0.18108980357646942"
"42687","213431","213431","213431","0.23198409378528595","0.23198409378528595","0.23198409378528595"
"42690","213446","213446","213446","0.1535215824842453","0.1535215824842453","0.1535215824842453"
"42704","213516","213516","213516","0.17975693941116333","0.17975693941116333","0.17975693941116333"
"42707","213531","213531","213531","0.2771310806274414","0.2771310806274414","0.2771310806274414"
"42739","213691","213691","213691","0.22228744626045227","0.22228744626045227","0.22228744626045227"
"42766","213826","213826","213826","0.2689863443374634","0.2689863443374634","0.2689863443374634"
"42792","213956","213956","213956","0.20557886362075806","0.20557886362075806","0.20557886362075806"
"42797","213981","213981","213981","0.2338036298751831","0.2338036298751831","0.2338036298751831"
"42800","213996","213996","213996","0.3304276168346405","0.3304276168346405","0.3304276168346405"
"42816","214076","214076","214076","0.20981556177139282","0.20981556177139282","0.20981556177139282"
"42824","214116","214116","214116","0.22482454776763916","0.22482454776763916","0.22482454776763916"
"42827","214131","214131","214131","0.21504946053028107","0.21504946053028107","0.21504946053028107"
"42828","214136","214136","214136","0.24094988405704498","0.24094988405704498","0.24094988405704498"
"42842","214206","214206","214206","0.34678876399993896","0.34678876399993896","0.34678876399993896"
"42853","214261","214261","214261","0.1566603034734726","0.1566603034734726","0.1566603034734726"
"42859","214291","214291","214291","0.18305018544197083","0.18305018544197083","0.18305018544197083"
"42894","214466","214466","214466","0.1328166276216507","0.1328166276216507","0.1328166276216507"
"42906","214526","214526","214526","0.1474173665046692","0.1474173665046692","0.1474173665046692"
"42912","214556","214556","214556","0.3346024751663208","0.3346024751663208","0.3346024751663208"
"42919","214591","214591","214591","0.18003778159618378","0.18003778159618378","0.18003778159618378"
"42939","214691","214691","214691","0.3988443911075592","0.3988443911075592","0.3988443911075592"
"42944","214716","214716","214716","0.3425373136997223","0.3425373136997223","0.3425373136997223"
"42946","214726","214726","214726","0.09500373154878616","0.09500373154878616","0.09500373154878616"
"42962","214806","214806","214806","0.14337217807769775","0.14337217807769775","0.14337217807769775"
"42998","214986","214986","214986","0.21298694610595703","0.21298694610595703","0.21298694610595703"
"42999","214991","214991","214991","0.23096629977226257","0.23096629977226257","0.23096629977226257"
"43009","215041","215041","215041","0.1487484574317932","0.1487484574317932","0.1487484574317932"
"43010","215046","215046","215046","0.19378723204135895","0.19378723204135895","0.19378723204135895"
"43013","215061","215061","215061","0.22142556309700012","0.22142556309700012","0.22142556309700012"
"43023","215111","215111","215111","0.20165854692459106","0.20165854692459106","0.20165854692459106"
"43046","215226","215226","215226","0.16574162244796753","0.16574162244796753","0.16574162244796753"
"43057","215281","215281","215281","0.39648520946502686","0.39648520946502686","0.39648520946502686"
"43072","215356","215356","215356","0.17577511072158813","0.17577511072158813","0.17577511072158813"
"43076","215376","215376","215376","0.2387073040008545","0.2387073040008545","0.2387073040008545"
"43082","215406","215406","215406","0.2606934607028961","0.2606934607028961","0.2606934607028961"
"43090","215446","215446","215446","0.2680799961090088","0.2680799961090088","0.2680799961090088"
"43093","215461","215461","215461","0.18843038380146027","0.18843038380146027","0.18843038380146027"
"43112","215556","215556","215556","0.16862019896507263","0.16862019896507263","0.16862019896507263"
"43120","215596","215596","215596","0.1478295475244522","0.1478295475244522","0.1478295475244522"
"43123","215611","215611","215611","0.10217525064945221","0.10217525064945221","0.10217525064945221"
"43134","215666","215666","215666","0.16023947298526764","0.16023947298526764","0.16023947298526764"
"43173","215861","215861","215861","0.21659642457962036","0.21659642457962036","0.21659642457962036"
"43184","215916","215916","215916","0.25488731265068054","0.25488731265068054","0.25488731265068054"
"43214","216066","216066","216066","0.2013615071773529","0.2013615071773529","0.2013615071773529"
"43215","216071","216071","216071","0.4694693684577942","0.4694693684577942","0.4694693684577942"
"43257","216281","216281","216281","0.3518639802932739","0.3518639802932739","0.3518639802932739"
"43263","216311","216311","216311","0.3770083487033844","0.3770083487033844","0.3770083487033844"
"43267","216331","216331","216331","0.34288138151168823","0.34288138151168823","0.34288138151168823"
"43269","216341","216341","216341","0.2362065464258194","0.2362065464258194","0.2362065464258194"
"43281","216401","216401","216401","0.26047131419181824","0.26047131419181824","0.26047131419181824"
"43321","216601","216601","216601","0.16430965065956116","0.16430965065956116","0.16430965065956116"
"43326","216626","216626","216626","0.153671532869339","0.153671532869339","0.153671532869339"
"43365","216821","216821","216821","0.17503254115581512","0.17503254115581512","0.17503254115581512"
"43377","216881","216881","216881","0.20900073647499084","0.20900073647499084","0.20900073647499084"
"43384","216916","216916","216916","0.20940366387367249","0.20940366387367249","0.20940366387367249"
"43399","216991","216991","216991","0.3063601851463318","0.3063601851463318","0.3063601851463318"
"43406","217026","217026","217026","0.2248871624469757","0.2248871624469757","0.2248871624469757"
"43416","217076","217076","217076","0.3222833275794983","0.3222833275794983","0.3222833275794983"
"43422","217106","217106","217106","0.11714154481887817","0.11714154481887817","0.11714154481887817"
"43437","217181","217181","217181","0.1473839282989502","0.1473839282989502","0.1473839282989502"
"43448","217236","217236","217236","0.10915564000606537","0.10915564000606537","0.10915564000606537"
"43450","217246","217246","217246","0.2453623265028","0.2453623265028","0.2453623265028"
"43454","217266","217266","217266","0.28254544734954834","0.28254544734954834","0.28254544734954834"
"43459","217291","217291","217291","0.2545977532863617","0.2545977532863617","0.2545977532863617"
"43462","217306","217306","217306","0.18073780834674835","0.18073780834674835","0.18073780834674835"
"43467","217331","217331","217331","0.29963743686676025","0.29963743686676025","0.29963743686676025"
"43499","217491","217491","217491","0.164300799369812","0.164300799369812","0.164300799369812"
"43503","217511","217511","217511","0.15526901185512543","0.15526901185512543","0.15526901185512543"
"43507","217531","217531","217531","0.14093312621116638","0.14093312621116638","0.14093312621116638"
"43523","217611","217611","217611","0.18975666165351868","0.18975666165351868","0.18975666165351868"
"43535","217671","217671","217671","0.33927038311958313","0.33927038311958313","0.33927038311958313"
"43536","217676","217676","217676","0.26884737610816956","0.26884737610816956","0.26884737610816956"
"43540","217696","217696","217696","0.1370050609111786","0.1370050609111786","0.1370050609111786"
"43562","217806","217806","217806","0.30468448996543884","0.30468448996543884","0.30468448996543884"
"43563","217811","217811","217811","0.18443529307842255","0.18443529307842255","0.18443529307842255"
"43594","217966","217966","217966","0.3472842872142792","0.3472842872142792","0.3472842872142792"
"43595","217971","217971","217971","0.2502811849117279","0.2502811849117279","0.2502811849117279"
"43607","218031","218031","218031","0.4428577125072479","0.4428577125072479","0.4428577125072479"
"43626","218126","218126","218126","0.15204176306724548","0.15204176306724548","0.15204176306724548"
"43630","218146","218146","218146","0.25040677189826965","0.25040677189826965","0.25040677189826965"
"43634","218166","218166","218166","0.4640235900878906","0.4640235900878906","0.4640235900878906"
"43663","218311","218311","218311","0.15834686160087585","0.15834686160087585","0.15834686160087585"
"43667","218331","218331","218331","0.23361937701702118","0.23361937701702118","0.23361937701702118"
