"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"19417","97083","97083","97083","0.5527011156082153","0.5527011156082153","0.5527011156082153"
"19457","97283","97283","97283","0.36644116044044495","0.36644116044044495","0.36644116044044495"
"19458","97288","97288","97288","0.9300119876861572","0.9300119876861572","0.9300119876861572"
"19487","97433","97433","97433","0.8164160847663879","0.8164160847663879","0.8164160847663879"
"19490","97448","97448","97448","0.7010097503662109","0.7010097503662109","0.7010097503662109"
"19497","97483","97483","97483","1.1365211009979248","1.1365211009979248","1.1365211009979248"
"19548","97738","97738","97738","0.3194320797920227","0.3194320797920227","0.3194320797920227"
"19567","97833","97833","97833","0.13553360104560852","0.13553360104560852","0.13553360104560852"
"19571","97853","97853","97853","0.8361533284187317","0.8361533284187317","0.8361533284187317"
"19586","97928","97928","97928","1.2608084678649902","1.2608084678649902","1.2608084678649902"
"19601","98003","98003","98003","0.11931323260068893","0.11931323260068893","0.11931323260068893"
"19623","98113","98113","98113","0.5937153100967407","0.5937153100967407","0.5937153100967407"
"19667","98333","98333","98333","0.28552764654159546","0.28552764654159546","0.28552764654159546"
"19668","98338","98338","98338","0.4398687183856964","0.4398687183856964","0.4398687183856964"
"19679","98393","98393","98393","0.2717680335044861","0.2717680335044861","0.2717680335044861"
"19681","98403","98403","98403","2.7357380390167236","2.7357380390167236","2.7357380390167236"
"19707","98533","98533","98533","0.42645353078842163","0.42645353078842163","0.42645353078842163"
"19719","98593","98593","98593","1.5764405727386475","1.5764405727386475","1.5764405727386475"
"19752","98758","98758","98758","0.5502932071685791","0.5502932071685791","0.5502932071685791"
"19759","98793","98793","98793","0.25188806653022766","0.25188806653022766","0.25188806653022766"
"19767","98833","98833","98833","0.7707740664482117","0.7707740664482117","0.7707740664482117"
"19780","98898","98898","98898","1.2550387382507324","1.2550387382507324","1.2550387382507324"
"19782","98908","98908","98908","1.708739995956421","1.708739995956421","1.708739995956421"
"19793","98963","98963","98963","0.7184960246086121","0.7184960246086121","0.7184960246086121"
"19798","98988","98988","98988","1.0643373727798462","1.0643373727798462","1.0643373727798462"
"19811","99053","99053","99053","1.5217037200927734","1.5217037200927734","1.5217037200927734"
"19813","99063","99063","99063","0.30159473419189453","0.30159473419189453","0.30159473419189453"
"19822","99108","99108","99108","0.8744471073150635","0.8744471073150635","0.8744471073150635"
"19834","99168","99168","99168","0.9218032360076904","0.9218032360076904","0.9218032360076904"
"19836","99178","99178","99178","1.8615200519561768","1.8615200519561768","1.8615200519561768"
"19857","99283","99283","99283","0.3658386170864105","0.3658386170864105","0.3658386170864105"
"19889","99443","99443","99443","0.911617636680603","0.911617636680603","0.911617636680603"
"19906","99528","99528","99528","0.41202282905578613","0.41202282905578613","0.41202282905578613"
"19911","99553","99553","99553","0.5677797794342041","0.5677797794342041","0.5677797794342041"
"19916","99578","99578","99578","0.34830522537231445","0.34830522537231445","0.34830522537231445"
"19923","99613","99613","99613","1.0243569612503052","1.0243569612503052","1.0243569612503052"
"19924","99618","99618","99618","0.6161840558052063","0.6161840558052063","0.6161840558052063"
"19932","99658","99658","99658","0.6104984283447266","0.6104984283447266","0.6104984283447266"
"19955","99773","99773","99773","0.16659098863601685","0.16659098863601685","0.16659098863601685"
"19973","99863","99863","99863","2.2769603729248047","2.2769603729248047","2.2769603729248047"
"19976","99878","99878","99878","1.5660603046417236","1.5660603046417236","1.5660603046417236"
"19983","99913","99913","99913","0.32229214906692505","0.32229214906692505","0.32229214906692505"
"19994","99968","99968","99968","0.34891849756240845","0.34891849756240845","0.34891849756240845"
"19995","99973","99973","99973","0.69452965259552","0.69452965259552","0.69452965259552"
"20010","100048","100048","100048","0.7473980188369751","0.7473980188369751","0.7473980188369751"
"20012","100058","100058","100058","1.4582719802856445","1.4582719802856445","1.4582719802856445"
"20013","100063","100063","100063","0.4275134205818176","0.4275134205818176","0.4275134205818176"
"20016","100078","100078","100078","0.58747398853302","0.58747398853302","0.58747398853302"
"20021","100103","100103","100103","0.2306322157382965","0.2306322157382965","0.2306322157382965"
"20038","100188","100188","100188","1.215033769607544","1.215033769607544","1.215033769607544"
"20041","100203","100203","100203","1.1560478210449219","1.1560478210449219","1.1560478210449219"
"20059","100293","100293","100293","0.5289283394813538","0.5289283394813538","0.5289283394813538"
"20083","100413","100413","100413","0.9138365983963013","0.9138365983963013","0.9138365983963013"
"20087","100433","100433","100433","0.24350731074810028","0.24350731074810028","0.24350731074810028"
"20103","100513","100513","100513","0.8324586153030396","0.8324586153030396","0.8324586153030396"
"20118","100588","100588","100588","0.18794119358062744","0.18794119358062744","0.18794119358062744"
"20129","100643","100643","100643","1.2855072021484375","1.2855072021484375","1.2855072021484375"
"20150","100748","100748","100748","1.0299689769744873","1.0299689769744873","1.0299689769744873"
"20157","100783","100783","100783","0.3668329119682312","0.3668329119682312","0.3668329119682312"
"20188","100938","100938","100938","0.1529219001531601","0.1529219001531601","0.1529219001531601"
"20233","101163","101163","101163","0.761482834815979","0.761482834815979","0.761482834815979"
"20261","101303","101303","101303","1.4119210243225098","1.4119210243225098","1.4119210243225098"
"20263","101313","101313","101313","0.060719408094882965","0.060719408094882965","0.060719408094882965"
"20266","101328","101328","101328","0.08883362263441086","0.08883362263441086","0.08883362263441086"
"20269","101343","101343","101343","0.28381890058517456","0.28381890058517456","0.28381890058517456"
"20287","101433","101433","101433","1.8801885843276978","1.8801885843276978","1.8801885843276978"
"20298","101488","101488","101488","0.09290357679128647","0.09290357679128647","0.09290357679128647"
"20299","101493","101493","101493","0.81784588098526","0.81784588098526","0.81784588098526"
"20304","101518","101518","101518","0.9321026802062988","0.9321026802062988","0.9321026802062988"
"20308","101538","101538","101538","0.8324385285377502","0.8324385285377502","0.8324385285377502"
"20312","101558","101558","101558","1.4920324087142944","1.4920324087142944","1.4920324087142944"
"20319","101593","101593","101593","1.5567336082458496","1.5567336082458496","1.5567336082458496"
"20320","101598","101598","101598","1.2977352142333984","1.2977352142333984","1.2977352142333984"
"20339","101693","101693","101693","0.02457888238132","0.02457888238132","0.02457888238132"
"20342","101708","101708","101708","1.694200873374939","1.694200873374939","1.694200873374939"
"20343","101713","101713","101713","0.5827292799949646","0.5827292799949646","0.5827292799949646"
"20352","101758","101758","101758","0.11543159186840057","0.11543159186840057","0.11543159186840057"
"20354","101768","101768","101768","0.36197346448898315","0.36197346448898315","0.36197346448898315"
"20362","101808","101808","101808","0.6103192567825317","0.6103192567825317","0.6103192567825317"
"20368","101838","101838","101838","0.7435054183006287","0.7435054183006287","0.7435054183006287"
"20371","101853","101853","101853","1.0541419982910156","1.0541419982910156","1.0541419982910156"
"20396","101978","101978","101978","0.6360443234443665","0.6360443234443665","0.6360443234443665"
"20399","101993","101993","101993","1.2774826288223267","1.2774826288223267","1.2774826288223267"
"20413","102063","102063","102063","1.454044222831726","1.454044222831726","1.454044222831726"
"20426","102128","102128","102128","0.5570142865180969","0.5570142865180969","0.5570142865180969"
"20435","102173","102173","102173","0.38533204793930054","0.38533204793930054","0.38533204793930054"
"20484","102418","102418","102418","0.4047013521194458","0.4047013521194458","0.4047013521194458"
"20490","102448","102448","102448","0.3112456202507019","0.3112456202507019","0.3112456202507019"
"20498","102488","102488","102488","0.1561550348997116","0.1561550348997116","0.1561550348997116"
"20501","102503","102503","102503","0.6897108554840088","0.6897108554840088","0.6897108554840088"
"20502","102508","102508","102508","0.5004178881645203","0.5004178881645203","0.5004178881645203"
"20506","102528","102528","102528","0.8915365934371948","0.8915365934371948","0.8915365934371948"
"20527","102633","102633","102633","0.6823188662528992","0.6823188662528992","0.6823188662528992"
"20532","102658","102658","102658","0.6508650183677673","0.6508650183677673","0.6508650183677673"
"20587","102933","102933","102933","0.45625317096710205","0.45625317096710205","0.45625317096710205"
"20598","102988","102988","102988","0.6765888929367065","0.6765888929367065","0.6765888929367065"
"20619","103093","103093","103093","0.6849995255470276","0.6849995255470276","0.6849995255470276"
"20629","103143","103143","103143","1.1114007234573364","1.1114007234573364","1.1114007234573364"
"20637","103183","103183","103183","0.5602959394454956","0.5602959394454956","0.5602959394454956"
"20657","103283","103283","103283","0.4901498854160309","0.4901498854160309","0.4901498854160309"
"20658","103288","103288","103288","1.4064644575119019","1.4064644575119019","1.4064644575119019"
"20673","103363","103363","103363","1.292290449142456","1.292290449142456","1.292290449142456"
"20689","103443","103443","103443","0.6181508302688599","0.6181508302688599","0.6181508302688599"
"20693","103463","103463","103463","0.6927701234817505","0.6927701234817505","0.6927701234817505"
"20703","103513","103513","103513","0.6508922576904297","0.6508922576904297","0.6508922576904297"
"20726","103628","103628","103628","0.9347870349884033","0.9347870349884033","0.9347870349884033"
"20730","103648","103648","103648","0.24767768383026123","0.24767768383026123","0.24767768383026123"
"20731","103653","103653","103653","0.38477426767349243","0.38477426767349243","0.38477426767349243"
"20747","103733","103733","103733","0.47598880529403687","0.47598880529403687","0.47598880529403687"
"20761","103803","103803","103803","1.1869885921478271","1.1869885921478271","1.1869885921478271"
"20782","103908","103908","103908","1.5772578716278076","1.5772578716278076","1.5772578716278076"
"20795","103973","103973","103973","0.5331695079803467","0.5331695079803467","0.5331695079803467"
"20814","104068","104068","104068","0.6126651763916016","0.6126651763916016","0.6126651763916016"
"20817","104083","104083","104083","0.2239873707294464","0.2239873707294464","0.2239873707294464"
"20822","104108","104108","104108","0.3103990852832794","0.3103990852832794","0.3103990852832794"
"20834","104168","104168","104168","0.7007830142974854","0.7007830142974854","0.7007830142974854"
"20843","104213","104213","104213","0.5444301962852478","0.5444301962852478","0.5444301962852478"
"20848","104238","104238","104238","1.8924939632415771","1.8924939632415771","1.8924939632415771"
"20881","104403","104403","104403","1.1952769756317139","1.1952769756317139","1.1952769756317139"
"20891","104453","104453","104453","0.873137354850769","0.873137354850769","0.873137354850769"
"20897","104483","104483","104483","0.526881217956543","0.526881217956543","0.526881217956543"
"20900","104498","104498","104498","0.8736607432365417","0.8736607432365417","0.8736607432365417"
"20901","104503","104503","104503","0.3306482136249542","0.3306482136249542","0.3306482136249542"
"20915","104573","104573","104573","0.4000553488731384","0.4000553488731384","0.4000553488731384"
"20917","104583","104583","104583","0.8089489936828613","0.8089489936828613","0.8089489936828613"
"20926","104628","104628","104628","0.23269817233085632","0.23269817233085632","0.23269817233085632"
"20941","104703","104703","104703","0.5624615550041199","0.5624615550041199","0.5624615550041199"
"20980","104898","104898","104898","0.41210174560546875","0.41210174560546875","0.41210174560546875"
"20989","104943","104943","104943","3.162303924560547","3.162303924560547","3.162303924560547"
"20996","104978","104978","104978","0.21758876740932465","0.21758876740932465","0.21758876740932465"
